gene	cog_category
Bc_ctg1_2650	S
Bc_ctg1_2651	M
Bc_ctg1_2652	C
Bc_ctg1_2653	No_COG
Bc_ctg1_2654	S
Bc_ctg1_2655	No_COG
Bc_ctg1_2656	E
Bc_ctg1_2657	P
Bc_ctg1_2658	EP
Bc_ctg1_2659	P
Bc_ctg1_2660	E
Bc_ctg1_2661	S
Bc_ctg1_2662	No_COG
Bc_ctg1_2663	No_COG
Bc_ctg1_2664	No_COG
Bc_ctg1_2665	No_COG
Bc_ctg1_2666	No_COG
Bc_ctg1_2667	E
Bc_ctg1_2668	Q
Bc_ctg1_2669	Q
Bc_ctg1_2670	E
Bc_ctg1_2671	EGP
Bc_ctg1_2672	F
Bc_ctg1_2673	M
Bc_ctg1_2674	JKL
Bc_ctg1_2675	L
Bc_ctg1_2676	S
Bc_ctg1_2677	I
Bc_ctg1_2678	M
Bc_ctg1_2679	E
Bc_ctg1_2680	K
Bc_ctg1_2681	L
Bc_ctg1_2682	K
Bc_ctg1_2683	S
Bc_ctg1_2684	No_COG
Bc_ctg1_2685	S
Bc_ctg1_2686	O
Bc_ctg1_2687	K
Bc_ctg1_2688	O
Bc_ctg1_2689	S
Bc_ctg1_2690	K
Bc_ctg1_2691	S
Bc_ctg1_2692	S
Bc_ctg1_2693	O
Bc_ctg1_2694	O
Bc_ctg1_2695	S
Bc_ctg1_2696	S
Bc_ctg1_2697	F
Bc_ctg1_2698	S
Bc_ctg1_2699	T
Bc_ctg1_2700	T
Bc_ctg1_2701	No_COG
Bc_ctg1_2702	S
Bc_ctg1_2703	Q
Bc_ctg1_2704	No_COG
Bc_ctg1_2705	S
Bc_ctg1_2706	No_COG
Bc_ctg1_2707	V
Bc_ctg1_2708	S
Bc_ctg1_2709	V
Bc_ctg1_2710	T
Bc_ctg1_2711	T
Bc_ctg1_2712	No_COG
Bc_ctg1_2713	S
Bc_ctg1_2714	Q
Bc_ctg1_2715	Q
Bc_ctg1_2716	G
Bc_ctg1_2717	M
Bc_ctg1_2718	M
Bc_ctg1_2719	M
Bc_ctg1_2720	No_COG
Bc_ctg1_2721	EG
Bc_ctg1_2722	G
Bc_ctg1_2723	No_COG
Bc_ctg1_2724	F
Bc_ctg1_2725	F
Bc_ctg1_2726	F
Bc_ctg1_2727	F
Bc_ctg1_2728	F
Bc_ctg1_2729	F
Bc_ctg1_2730	F
Bc_ctg1_2731	F
Bc_ctg1_2732	F
Bc_ctg1_2733	F
Bc_ctg1_2734	F
Bc_ctg1_2735	F
Bc_ctg1_2736	EGP
Bc_ctg1_2737	K
Bc_ctg1_2738	S
Bc_ctg1_2739	O
Bc_ctg1_2740	S
Bc_ctg1_2741	I
Bc_ctg1_2742	L
Bc_ctg1_2743	L
Bc_ctg1_2744	S
Bc_ctg1_2745	S
Bc_ctg1_2746	C
Bc_ctg1_2747	Q
Bc_ctg1_2748	P
Bc_ctg1_2749	P
Bc_ctg1_2750	M
Bc_ctg1_2751	S
Bc_ctg1_2752	D
Bc_ctg1_2753	K
Bc_ctg1_2754	S
Bc_ctg1_2755	J
Bc_ctg1_2756	J
Bc_ctg1_2757	J
Bc_ctg1_2758	I
Bc_ctg1_2759	S
Bc_ctg1_2760	E
Bc_ctg1_2761	KT
Bc_ctg1_2762	C
Bc_ctg1_2763	P
Bc_ctg1_2764	E
Bc_ctg1_2765	G
Bc_ctg1_2766	No_COG
Bc_ctg1_2767	No_COG
Bc_ctg1_2768	F
Bc_ctg1_2769	J
Bc_ctg1_2770	J
Bc_ctg1_2771	V
Bc_ctg1_2772	KLT
Bc_ctg1_2773	No_COG
Bc_ctg1_2774	No_COG
Bc_ctg1_2775	No_COG
Bc_ctg1_2776	No_COG
Bc_ctg1_2777	No_COG
Bc_ctg1_2778	No_COG
Bc_ctg1_2779	No_COG
Bc_ctg1_2780	No_COG
Bc_ctg1_2781	No_COG
Bc_ctg1_2782	No_COG
Bc_ctg1_2783	No_COG
Bc_ctg1_2784	J
Bc_ctg1_2785	S
Bc_ctg1_2786	S
Bc_ctg1_2787	J
Bc_ctg1_2788	M
Bc_ctg1_2789	KT
Bc_ctg1_2790	C
Bc_ctg1_2791	S
Bc_ctg1_2792	M
Bc_ctg1_2793	No_COG
Bc_ctg1_2794	No_COG
Bc_ctg1_2795	O
Bc_ctg1_2796	O
Bc_ctg1_2797	F
Bc_ctg1_2798	E
Bc_ctg1_2799	G
Bc_ctg1_2800	No_COG
Bc_ctg1_2801	P
Bc_ctg1_2802	P
Bc_ctg1_2803	P
Bc_ctg1_2804	C
Bc_ctg1_2805	No_COG
Bc_ctg1_2806	G
Bc_ctg1_2807	No_COG
Bc_ctg1_2808	No_COG
Bc_ctg1_2809	No_COG
Bc_ctg1_2810	E
Bc_ctg1_2811	T
Bc_ctg1_2812	S
Bc_ctg1_2813	S
Bc_ctg1_2814	F
Bc_ctg1_2815	S
Bc_ctg1_2816	EGP
Bc_ctg1_2817	CE
Bc_ctg1_2818	I
Bc_ctg1_2819	P
Bc_ctg1_2820	ET
Bc_ctg1_2821	E
Bc_ctg1_2822	NT
Bc_ctg1_2823	K
Bc_ctg1_2824	E
Bc_ctg1_2825	E
Bc_ctg1_2826	E
Bc_ctg1_2827	E
Bc_ctg1_2828	K
Bc_ctg1_2829	No_COG
Bc_ctg1_2830	C
Bc_ctg1_2831	G
Bc_ctg1_2832	G
Bc_ctg1_2833	L
Bc_ctg1_2834	S
Bc_ctg1_2835	L
Bc_ctg1_2836	H
Bc_ctg1_2837	H
Bc_ctg1_2838	S
Bc_ctg1_2839	NT
Bc_ctg1_2840	Q
Bc_ctg1_2841	S
Bc_ctg1_2842	P
Bc_ctg1_2843	P
Bc_ctg1_2844	P
Bc_ctg1_2845	S
Bc_ctg1_2846	G
Bc_ctg1_2847	S
Bc_ctg1_2848	CO
Bc_ctg1_2849	No_COG
Bc_ctg1_2850	No_COG
Bc_ctg1_2851	No_COG
Bc_ctg1_2852	K
Bc_ctg1_2853	G
Bc_ctg1_2854	K
Bc_ctg1_2855	S
Bc_ctg1_2856	S
Bc_ctg1_2857	S
Bc_ctg1_2858	J
Bc_ctg1_2859	NU
Bc_ctg1_2860	GK
Bc_ctg1_2861	T
Bc_ctg1_2862	T
Bc_ctg1_2863	T
Bc_ctg1_2864	P
Bc_ctg1_2865	O
Bc_ctg1_2866	P
Bc_ctg1_2867	P
Bc_ctg1_2868	S
Bc_ctg1_2869	T
Bc_ctg1_2870	No_COG
Bc_ctg1_2871	S
Bc_ctg1_2872	P
Bc_ctg1_2873	EG
Bc_ctg1_2874	EG
Bc_ctg1_2875	S
Bc_ctg1_2876	U
Bc_ctg1_2877	S
Bc_ctg1_2878	S
Bc_ctg1_2879	S
Bc_ctg1_2880	S
Bc_ctg1_2881	S
Bc_ctg1_2882	P
Bc_ctg1_2883	S
Bc_ctg1_2884	S
Bc_ctg1_2885	No_COG
Bc_ctg1_2886	C
Bc_ctg1_2887	G
Bc_ctg1_2888	L
Bc_ctg1_2889	J
Bc_ctg1_2890	J
Bc_ctg1_2891	No_COG
Bc_ctg1_2892	KT
Bc_ctg1_2893	I
Bc_ctg1_2894	E
Bc_ctg1_2895	E
Bc_ctg1_2896	K
Bc_ctg1_2897	P
Bc_ctg1_2898	S
Bc_ctg1_2899	E
Bc_ctg1_2900	G
Bc_ctg1_2901	V
Bc_ctg1_2902	No_COG
Bc_ctg1_2903	No_COG
Bc_ctg1_2904	M
Bc_ctg1_2905	M
Bc_ctg1_2906	M
Bc_ctg1_2907	M
Bc_ctg1_2908	No_COG
Bc_ctg1_2909	C
Bc_ctg1_2910	C
Bc_ctg1_2911	M
Bc_ctg1_2912	No_COG
Bc_ctg1_2913	J
Bc_ctg1_2914	Q
Bc_ctg1_2915	S
Bc_ctg1_2916	S
Bc_ctg1_2917	S
Bc_ctg1_2918	S
Bc_ctg1_2919	No_COG
Bc_ctg1_2920	S
Bc_ctg1_2921	S
Bc_ctg1_2922	L
Bc_ctg1_2923	No_COG
Bc_ctg1_2924	S
Bc_ctg1_2925	S
Bc_ctg1_2926	J
Bc_ctg1_2927	V
Bc_ctg1_2928	S
Bc_ctg1_2929	E
Bc_ctg1_2930	H
Bc_ctg1_2931	S
Bc_ctg1_2932	S
Bc_ctg1_2933	S
Bc_ctg1_2934	P
Bc_ctg1_2935	O
Bc_ctg1_2936	P
Bc_ctg1_2937	K
Bc_ctg1_2938	S
Bc_ctg1_2939	No_COG
Bc_ctg1_2940	No_COG
Bc_ctg1_2941	No_COG
Bc_ctg1_2942	K
Bc_ctg1_2943	F
Bc_ctg1_2944	M
Bc_ctg1_2945	O
Bc_ctg1_2946	C
Bc_ctg1_2947	S
Bc_ctg1_2948	J
Bc_ctg1_2949	T
Bc_ctg1_2950	No_COG
Bc_ctg1_2951	T
Bc_ctg1_2952	S
Bc_ctg1_2953	E
Bc_ctg1_2954	No_COG
Bc_ctg1_2955	H
Bc_ctg1_2956	T
Bc_ctg1_2957	KT
Bc_ctg1_2958	V
Bc_ctg1_2959	V
Bc_ctg1_2960	V
Bc_ctg1_2961	No_COG
Bc_ctg1_2962	Q
Bc_ctg1_2963	Q
Bc_ctg1_2964	Q
Bc_ctg1_2965	I
Bc_ctg1_2966	Q
Bc_ctg1_2967	Q
Bc_ctg1_2968	Q
Bc_ctg1_2969	Q
Bc_ctg1_2970	Q
Bc_ctg1_2971	M
Bc_ctg1_2972	K
Bc_ctg1_2973	M
Bc_ctg1_2974	S
Bc_ctg1_2975	OU
Bc_ctg1_2976	S
Bc_ctg1_2977	NT
Bc_ctg1_2978	T
Bc_ctg1_2979	KT
Bc_ctg1_2980	C
Bc_ctg1_2981	I
Bc_ctg1_2982	C
Bc_ctg1_2983	S
Bc_ctg1_2984	S
Bc_ctg1_2985	K
Bc_ctg1_2986	P
Bc_ctg1_2987	G
Bc_ctg1_2988	P
Bc_ctg1_2989	G
Bc_ctg1_2990	T
Bc_ctg1_2991	T
Bc_ctg1_2992	T
Bc_ctg1_2993	No_COG
Bc_ctg1_2994	M
Bc_ctg1_2995	NT
Bc_ctg1_2996	T
Bc_ctg1_2997	T
Bc_ctg1_2998	C
Bc_ctg1_2999	C
Bc_ctg1_3000	No_COG
Bc_ctg1_3001	EG
Bc_ctg1_3002	K
Bc_ctg1_3003	K
Bc_ctg1_3004	T
Bc_ctg1_3005	KT
Bc_ctg1_3006	No_COG
Bc_ctg1_3007	M
Bc_ctg1_3008	C
Bc_ctg1_3009	C
Bc_ctg1_3010	S
Bc_ctg1_3011	C
Bc_ctg1_3012	E
Bc_ctg1_3013	E
Bc_ctg1_3014	K
Bc_ctg1_3015	P
Bc_ctg1_3016	H
Bc_ctg1_3017	K
Bc_ctg1_3018	No_COG
Bc_ctg1_3019	E
Bc_ctg1_3020	S
Bc_ctg1_3021	No_COG
Bc_ctg1_3022	No_COG
Bc_ctg1_3023	V
Bc_ctg1_3024	K
Bc_ctg1_3025	F
Bc_ctg1_3026	E
Bc_ctg1_3027	S
Bc_ctg1_3028	E
Bc_ctg1_3029	C
Bc_ctg1_3030	K
Bc_ctg1_3031	S
Bc_ctg1_3032	E
Bc_ctg1_3033	P
Bc_ctg1_3034	P
Bc_ctg1_3035	P
Bc_ctg1_3036	HP
Bc_ctg1_3037	Q
Bc_ctg1_3038	H
Bc_ctg1_3039	GM
Bc_ctg1_3040	F
Bc_ctg1_3041	F
Bc_ctg1_3042	P
Bc_ctg1_3043	S
Bc_ctg1_3044	I
Bc_ctg1_3045	No_COG
Bc_ctg1_3046	T
Bc_ctg1_3047	E
Bc_ctg1_3048	K
Bc_ctg1_3049	G
Bc_ctg1_3050	G
Bc_ctg1_3051	S
Bc_ctg1_3052	E
Bc_ctg1_3053	EG
Bc_ctg1_3054	S
Bc_ctg1_3055	E
Bc_ctg1_3056	E
Bc_ctg1_3057	ET
Bc_ctg1_3058	P
Bc_ctg1_3059	P
Bc_ctg1_3060	E
Bc_ctg1_3061	O
Bc_ctg1_3062	FG
Bc_ctg1_3063	K
Bc_ctg1_3064	No_COG
Bc_ctg1_3065	K
Bc_ctg1_3066	H
Bc_ctg1_3067	T
Bc_ctg1_3068	KT
Bc_ctg1_3069	No_COG
Bc_ctg1_3070	P
Bc_ctg1_3071	T
Bc_ctg1_3072	No_COG
Bc_ctg1_3073	E
Bc_ctg1_3074	EP
Bc_ctg1_3075	P
Bc_ctg1_3076	P
Bc_ctg1_3077	P
Bc_ctg1_3078	G
Bc_ctg1_3079	K
Bc_ctg1_3080	P
Bc_ctg1_3081	K
Bc_ctg1_3082	H
Bc_ctg1_3083	G
Bc_ctg1_3084	G
Bc_ctg1_3085	G
Bc_ctg1_3086	G
Bc_ctg1_3087	G
Bc_ctg1_3088	V
Bc_ctg1_3089	No_COG
Bc_ctg1_3090	No_COG
Bc_ctg1_3091	EGP
Bc_ctg1_3092	E
Bc_ctg1_3093	P
Bc_ctg1_3094	M
Bc_ctg1_3095	S
Bc_ctg1_3096	E
Bc_ctg1_3097	C
Bc_ctg1_3098	V
Bc_ctg1_3099	No_COG
Bc_ctg1_3100	No_COG
Bc_ctg1_3101	V
Bc_ctg1_3102	NT
Bc_ctg1_3103	S
Bc_ctg1_3104	K
Bc_ctg1_3105	No_COG
Bc_ctg1_3106	M
Bc_ctg1_3107	L
Bc_ctg1_3108	E
Bc_ctg1_3109	E
Bc_ctg1_3110	S
Bc_ctg1_3111	G
Bc_ctg1_3112	E
Bc_ctg1_3113	S
Bc_ctg1_3114	K
Bc_ctg1_3115	No_COG
Bc_ctg1_3116	K
Bc_ctg1_3117	S
Bc_ctg1_3118	P
Bc_ctg1_3119	C
Bc_ctg1_3120	C
Bc_ctg1_3121	C
Bc_ctg1_3122	C
Bc_ctg1_3123	E
Bc_ctg1_3124	F
Bc_ctg1_3125	E
Bc_ctg1_3126	S
Bc_ctg1_3127	E
Bc_ctg1_3128	EG
Bc_ctg1_3129	E
Bc_ctg1_3130	S
Bc_ctg1_3131	P
Bc_ctg1_3132	P
Bc_ctg1_3133	P
Bc_ctg1_3134	P
Bc_ctg1_3135	P
Bc_ctg1_3136	P
Bc_ctg1_3137	S
Bc_ctg1_3138	V
Bc_ctg1_3139	No_COG
Bc_ctg1_3140	T
Bc_ctg1_3141	S
Bc_ctg1_3142	No_COG
Bc_ctg1_3143	MT
Bc_ctg1_3144	K
Bc_ctg1_3145	P
Bc_ctg1_3146	P
Bc_ctg1_3147	P
Bc_ctg1_3148	H
Bc_ctg1_3149	E
Bc_ctg1_3150	H
Bc_ctg1_3151	H
Bc_ctg1_3152	H
Bc_ctg1_3153	H
Bc_ctg1_3154	No_COG
Bc_ctg1_3155	No_COG
Bc_ctg1_3156	No_COG
Bc_ctg1_3157	P
Bc_ctg1_3158	P
Bc_ctg1_3159	P
Bc_ctg1_3160	T
Bc_ctg1_3161	EGP
Bc_ctg1_3162	K
Bc_ctg1_3163	S
Bc_ctg1_3164	No_COG
Bc_ctg1_3165	V
Bc_ctg1_3166	V
Bc_ctg1_3167	V
Bc_ctg1_3168	No_COG
Bc_ctg1_3169	S
Bc_ctg1_3170	IQ
Bc_ctg1_3171	S
Bc_ctg1_3172	No_COG
Bc_ctg1_3173	S
Bc_ctg1_3174	CO
Bc_ctg1_3175	C
Bc_ctg1_3176	S
Bc_ctg1_3177	S
Bc_ctg1_3178	E
Bc_ctg1_3179	S
Bc_ctg1_3180	P
Bc_ctg1_3181	No_COG
Bc_ctg1_3182	C
Bc_ctg1_3183	S
Bc_ctg1_3184	S
Bc_ctg1_3185	M
Bc_ctg1_3186	No_COG
Bc_ctg1_3187	P
Bc_ctg1_3188	S
Bc_ctg1_3189	OP
Bc_ctg1_3190	P
Bc_ctg1_3191	O
Bc_ctg1_3192	P
Bc_ctg1_3193	P
Bc_ctg1_3194	O
Bc_ctg1_3195	S
Bc_ctg1_3196	No_COG
Bc_ctg1_3197	K
Bc_ctg1_3198	C
Bc_ctg1_3199	No_COG
Bc_ctg1_3200	No_COG
Bc_ctg1_3201	P
Bc_ctg1_3202	EGP
Bc_ctg1_3203	S
Bc_ctg1_3204	K
Bc_ctg1_3205	G
Bc_ctg1_3206	G
Bc_ctg1_3207	G
Bc_ctg1_3208	No_COG
Bc_ctg1_3209	S
Bc_ctg1_3210	M
Bc_ctg1_3211	V
Bc_ctg1_3212	V
Bc_ctg1_3213	M
Bc_ctg1_3214	S
Bc_ctg1_3215	EP
Bc_ctg1_3216	EP
Bc_ctg1_3217	E
Bc_ctg1_3218	P
Bc_ctg1_3219	S
Bc_ctg1_3220	S
Bc_ctg1_3221	E
Bc_ctg1_3222	S
Bc_ctg1_3223	L
Bc_ctg1_3224	S
Bc_ctg1_3225	S
Bc_ctg1_3226	S
Bc_ctg1_3227	S
Bc_ctg1_3228	No_COG
Bc_ctg1_3229	S
Bc_ctg1_3230	No_COG
Bc_ctg1_3231	No_COG
Bc_ctg1_3232	E
Bc_ctg1_3233	P
Bc_ctg1_3234	No_COG
Bc_ctg1_3235	K
Bc_ctg1_3236	G
Bc_ctg1_3237	G
Bc_ctg1_3238	S
Bc_ctg1_3239	S
Bc_ctg1_3240	S
Bc_ctg1_3241	No_COG
Bc_ctg1_3242	EG
Bc_ctg1_3243	K
Bc_ctg1_3244	E
Bc_ctg1_3245	S
Bc_ctg1_3246	K
Bc_ctg1_3247	P
Bc_ctg1_3248	P
Bc_ctg1_3249	K
Bc_ctg1_3250	EGP
Bc_ctg1_3251	No_COG
Bc_ctg1_3252	T
Bc_ctg1_3253	T
Bc_ctg1_3254	M
Bc_ctg1_3255	V
Bc_ctg1_3256	V
Bc_ctg1_3257	V
Bc_ctg1_3258	V
Bc_ctg1_3259	S
Bc_ctg1_3260	K
Bc_ctg1_3261	S
Bc_ctg1_3262	S
Bc_ctg1_3263	S
Bc_ctg1_3264	S
Bc_ctg1_3265	E
Bc_ctg1_3266	No_COG
Bc_ctg1_3267	S
Bc_ctg1_3268	P
Bc_ctg1_3269	U
Bc_ctg1_3270	E
Bc_ctg1_3271	S
Bc_ctg1_3272	C
Bc_ctg1_3273	V
Bc_ctg1_3274	V
Bc_ctg1_3275	ET
Bc_ctg1_3276	P
Bc_ctg1_3277	E
Bc_ctg1_3278	S
Bc_ctg1_3279	No_COG
Bc_ctg1_3280	HJ
Bc_ctg1_3281	HJ
Bc_ctg1_3282	S
Bc_ctg1_3283	S
Bc_ctg1_3284	No_COG
Bc_ctg1_3285	S
Bc_ctg1_3286	L
Bc_ctg1_3287	EH
Bc_ctg1_3288	Q
Bc_ctg1_3289	L
Bc_ctg1_3290	S
Bc_ctg1_3291	M
Bc_ctg1_3292	M
Bc_ctg1_3293	H
Bc_ctg1_3294	IQ
Bc_ctg1_3295	No_COG
Bc_ctg1_3296	No_COG
Bc_ctg1_3297	P
Bc_ctg1_3298	S
Bc_ctg1_3299	S
Bc_ctg1_3300	G
Bc_ctg1_3301	M
Bc_ctg1_3302	I
Bc_ctg1_3303	No_COG
Bc_ctg1_3304	I
Bc_ctg1_3305	No_COG
Bc_ctg1_3306	G
Bc_ctg1_3307	M
Bc_ctg1_3308	L
Bc_ctg1_3309	S
Bc_ctg1_3310	E
Bc_ctg1_3311	E
Bc_ctg1_3312	No_COG
Bc_ctg1_3313	E
Bc_ctg1_3314	P
Bc_ctg1_3315	EP
Bc_ctg1_3316	P
Bc_ctg1_3317	E
Bc_ctg1_3318	O
Bc_ctg1_3319	S
Bc_ctg1_3320	S
Bc_ctg1_3321	S
Bc_ctg1_3322	No_COG
Bc_ctg1_3323	No_COG
Bc_ctg1_3324	No_COG
Bc_ctg1_3325	V
Bc_ctg1_3326	EGP
Bc_ctg1_3327	T
Bc_ctg1_3328	T
Bc_ctg1_3329	S
Bc_ctg1_3330	No_COG
Bc_ctg1_3331	L
Bc_ctg1_3332	L
Bc_ctg1_3333	S
Bc_ctg1_3334	K
Bc_ctg1_3335	S
Bc_ctg1_3336	EG
Bc_ctg1_3337	KT
Bc_ctg1_3338	S
Bc_ctg1_3339	S
Bc_ctg1_3340	No_COG
Bc_ctg1_3341	K
Bc_ctg1_3342	EGP
Bc_ctg1_3343	No_COG
Bc_ctg1_3344	No_COG
Bc_ctg1_3345	No_COG
Bc_ctg1_3346	M
Bc_ctg1_3347	No_COG
Bc_ctg1_3348	G
Bc_ctg1_3349	No_COG
Bc_ctg1_3350	No_COG
Bc_ctg1_3351	S
Bc_ctg1_3352	No_COG
Bc_ctg1_3353	S
Bc_ctg1_3354	T
Bc_ctg1_3355	No_COG
Bc_ctg1_3356	K
Bc_ctg1_3357	I
Bc_ctg1_3358	S
Bc_ctg1_3359	EGP
Bc_ctg1_3360	K
Bc_ctg1_3361	L
Bc_ctg1_3362	V
Bc_ctg1_3363	G
Bc_ctg1_3364	K
Bc_ctg1_3365	G
Bc_ctg1_3366	I
Bc_ctg1_3367	K
Bc_ctg1_3368	No_COG
Bc_ctg1_3369	No_COG
Bc_ctg1_3370	L
Bc_ctg1_3371	No_COG
Bc_ctg1_3372	No_COG
Bc_ctg1_3373	K
Bc_ctg1_3374	No_COG
Bc_ctg1_3375	No_COG
Bc_ctg1_3376	S
Bc_ctg1_3377	No_COG
Bc_ctg1_3378	D
Bc_ctg1_3379	No_COG
Bc_ctg1_3380	K
Bc_ctg1_3381	S
Bc_ctg1_3382	S
Bc_ctg1_3383	No_COG
Bc_ctg1_3384	No_COG
Bc_ctg1_3385	S
Bc_ctg1_3386	K
Bc_ctg1_3387	S
Bc_ctg1_3388	No_COG
Bc_ctg1_3389	T
Bc_ctg1_3390	T
Bc_ctg1_3391	K
Bc_ctg1_3392	S
Bc_ctg1_3393	T
Bc_ctg1_3394	NT
Bc_ctg1_3395	T
Bc_ctg1_3396	No_COG
Bc_ctg1_3397	No_COG
Bc_ctg1_3398	S
Bc_ctg1_3399	No_COG
Bc_ctg1_3400	S
Bc_ctg1_3401	No_COG
Bc_ctg1_3402	No_COG
Bc_ctg1_3403	P
Bc_ctg1_3404	K
Bc_ctg1_3405	C
Bc_ctg1_3406	M
Bc_ctg1_3407	S
Bc_ctg1_3408	No_COG
Bc_ctg1_3409	S
Bc_ctg1_3410	L
Bc_ctg1_3411	L
Bc_ctg1_3412	L
Bc_ctg1_3413	S
Bc_ctg1_3414	E
Bc_ctg1_3415	E
Bc_ctg1_3416	E
Bc_ctg1_3417	K
Bc_ctg1_3418	No_COG
Bc_ctg1_3419	S
Bc_ctg1_3420	S
Bc_ctg1_3421	S
Bc_ctg1_3422	No_COG
Bc_ctg1_3423	G
Bc_ctg1_3424	K
Bc_ctg1_3425	L
Bc_ctg1_3426	K
Bc_ctg1_3427	G
Bc_ctg1_3428	C
Bc_ctg1_3429	C
Bc_ctg1_3430	K
Bc_ctg1_3431	V
Bc_ctg1_3432	No_COG
Bc_ctg1_3433	L
Bc_ctg1_3434	K
Bc_ctg1_3435	K
Bc_ctg1_3436	D
Bc_ctg1_3437	L
Bc_ctg1_3438	No_COG
Bc_ctg1_3439	M
Bc_ctg1_3440	No_COG
Bc_ctg1_3441	S
Bc_ctg1_3442	K
Bc_ctg1_3443	S
Bc_ctg1_3444	FG
Bc_ctg1_3445	V
Bc_ctg1_3446	U
Bc_ctg1_3447	P
Bc_ctg1_3448	No_COG
Bc_ctg1_3449	No_COG
Bc_ctg1_3450	No_COG
Bc_ctg1_3451	IU
Bc_ctg1_3452	No_COG
Bc_ctg1_3453	K
Bc_ctg1_3454	No_COG
Bc_ctg1_3455	S
Bc_ctg1_3456	S
Bc_ctg1_3457	S
Bc_ctg1_3458	No_COG
Bc_ctg1_3459	S
Bc_ctg1_3460	No_COG
Bc_ctg1_3461	K
Bc_ctg1_3462	M
Bc_ctg1_3463	E
Bc_ctg1_3464	IQ
Bc_ctg1_3465	EG
Bc_ctg1_3466	S
Bc_ctg1_3467	S
Bc_ctg1_3468	S
Bc_ctg1_3469	M
Bc_ctg1_3470	H
Bc_ctg1_3471	H
Bc_ctg1_3472	H
Bc_ctg1_3473	S
Bc_ctg1_3474	S
Bc_ctg1_3475	No_COG
Bc_ctg1_3476	No_COG
Bc_ctg1_3477	K
Bc_ctg1_3478	KT
Bc_ctg1_3479	K
Bc_ctg1_3480	S
Bc_ctg1_3481	No_COG
Bc_ctg1_3482	K
Bc_ctg1_3483	S
Bc_ctg1_3484	M
Bc_ctg1_3485	K
Bc_ctg1_3486	S
Bc_ctg1_3487	S
Bc_ctg1_3488	H
Bc_ctg1_3489	No_COG
Bc_ctg1_3490	IQ
Bc_ctg1_3491	M
Bc_ctg1_3492	P
Bc_ctg1_3493	O
Bc_ctg1_3494	P
Bc_ctg1_3495	P
Bc_ctg1_3496	S
Bc_ctg1_3497	S
Bc_ctg1_3498	S
Bc_ctg1_3499	S
Bc_ctg1_3500	K
Bc_ctg1_3501	U
Bc_ctg1_3502	S
Bc_ctg1_3503	K
Bc_ctg1_3504	K
Bc_ctg1_3505	E
Bc_ctg1_3506	T
Bc_ctg1_3507	T
Bc_ctg1_3508	S
Bc_ctg1_3509	No_COG
Bc_ctg1_3510	No_COG
Bc_ctg1_3511	O
Bc_ctg1_3512	NT
Bc_ctg1_3513	D
Bc_ctg1_3514	No_COG
Bc_ctg1_3515	D
Bc_ctg1_3516	C
Bc_ctg1_3517	C
Bc_ctg1_3518	S
Bc_ctg1_3519	No_COG
Bc_ctg1_3520	K
Bc_ctg1_3521	No_COG
Bc_ctg1_3522	No_COG
Bc_ctg1_3523	K
Bc_ctg1_3524	S
Bc_ctg1_3525	U
Bc_ctg1_3526	L
Bc_ctg1_3527	L
Bc_ctg1_3528	K
Bc_ctg1_3529	S
Bc_ctg1_3530	S
Bc_ctg1_3531	S
Bc_ctg1_3532	S
Bc_ctg1_3533	S
Bc_ctg1_3534	S
Bc_ctg1_3535	No_COG
Bc_ctg1_3536	Q
Bc_ctg1_3537	No_COG
Bc_ctg1_3538	E
Bc_ctg1_3539	S
Bc_ctg1_3540	S
Bc_ctg1_3541	E
Bc_ctg1_3542	H
Bc_ctg1_3543	P
Bc_ctg1_3544	P
Bc_ctg1_3545	G
Bc_ctg1_3546	K
Bc_ctg1_3547	S
Bc_ctg1_3548	S
Bc_ctg1_3549	M
Bc_ctg1_3550	S
Bc_ctg1_3551	S
Bc_ctg1_3552	S
Bc_ctg1_3553	No_COG
Bc_ctg1_3554	S
Bc_ctg1_3555	S
Bc_ctg1_3556	O
Bc_ctg1_3557	S
Bc_ctg1_3558	I
Bc_ctg1_3559	GM
Bc_ctg1_3560	S
Bc_ctg1_3561	I
Bc_ctg1_3562	I
Bc_ctg1_3563	O
Bc_ctg1_3564	S
Bc_ctg1_3565	J
Bc_ctg1_3566	S
Bc_ctg1_3567	E
Bc_ctg1_3568	E
Bc_ctg1_3569	P
Bc_ctg1_3570	EP
Bc_ctg1_3571	P
Bc_ctg1_3572	E
Bc_ctg1_3573	L
Bc_ctg1_3574	L
Bc_ctg1_3575	V
Bc_ctg1_3576	E
Bc_ctg1_3577	No_COG
Bc_ctg1_3578	K
Bc_ctg1_3579	P
Bc_ctg1_3580	NOT
Bc_ctg1_3581	I
Bc_ctg1_3582	S
Bc_ctg1_3583	E
Bc_ctg1_3584	Q
Bc_ctg1_3585	S
Bc_ctg1_3586	S
Bc_ctg1_3587	S
Bc_ctg1_3588	S
Bc_ctg1_3589	G
Bc_ctg1_3590	J
Bc_ctg1_3591	UW
Bc_ctg1_3592	T
Bc_ctg1_3593	D
Bc_ctg1_3594	M
Bc_ctg1_3595	H
Bc_ctg1_3596	S
Bc_ctg1_3597	K
Bc_ctg1_3598	M
Bc_ctg1_3599	H
Bc_ctg1_3600	S
Bc_ctg1_3601	S
Bc_ctg1_3602	M
Bc_ctg1_3603	M
Bc_ctg1_3604	M
Bc_ctg1_3605	M
Bc_ctg1_3606	I
Bc_ctg1_3607	S
